Terapia,Grupo,Probabilidad,Umbral
ABC_3TC__EFV,NNRTI,0.0357,61740074.32727273
ABC_3TC__LPV_r,PI,0.021033333333333334,61740074.32727273
ABC_3TC__NVP,NNRTI,0.045233333333333334,61740074.32727273
ABC_3TC__RAL,INSTI,0.0572,61740074.32727273
AZT_3TC_NVP,NNRTI,0.04296666666666667,61740074.32727273
AZT_3TC__ATV_r,PI,0.0303,61740074.32727273
AZT_3TC__LPV_r,PI,0.0234,61740074.32727273
AZT_3TC__NVP,NNRTI,0.04463333333333333,61740074.32727273
DRV_c,PI,0.009533333333333333,61740074.32727273
DTG_3TC,INSTI,0.0002666666666666667,61740074.32727273
TAF_FTC_BIC,INSTI,6.666666666666667e-05,61740074.32727273
TAF_FTC_EVG_c,INSTI,0.0,61740074.32727273
TAF_FTC_RPV,NNRTI,0.0,61740074.32727273
TAF_FTC__DOR,NNRTI,3.3333333333333335e-05,61740074.32727273
TAF_FTC__DRV_c,PI,0.0006,61740074.32727273
TAF_FTC__DRV_r,PI,0.0016666666666666668,61740074.32727273
TAF_FTC__DTG,INSTI,0.0037,61740074.32727273
TAF_FTC__RAL,INSTI,0.001,61740074.32727273
TAF_FTC__RPV,NNRTI,0.00016666666666666666,61740074.32727273
TAF__DRV_c,PI,0.0021333333333333334,61740074.32727273
TDF_FTC_EVG_c,INSTI,0.05436666666666667,61740074.32727273
TDF_FTC_RPV,NNRTI,0.0246,61740074.32727273
TDF_FTC__ATV_r,PI,0.021666666666666667,61740074.32727273
TDF_FTC__DOR,NNRTI,0.0029,61740074.32727273
TDF_FTC__DRV_c,PI,0.0048,61740074.32727273
TDF_FTC__DRV_r,PI,0.0183,61740074.32727273
TDF_FTC__DTG,INSTI,0.0572,61740074.32727273
TDF_FTC__EFV,NNRTI,0.0334,61740074.32727273
TDF_FTC__LPV_r,PI,0.0179,61740074.32727273
TDF_FTC__NVP,NNRTI,0.03336666666666667,61740074.32727273
TDF_FTC__RAL,INSTI,0.036366666666666665,61740074.32727273
TDF_FTC__RPV,NNRTI,0.0079,61740074.32727273
3TC_ABC__DRV_c,PI,0.007066666666666666,62537156.11212121
3TC_ABC__DRV_r,PI,0.027166666666666665,62537156.11212121
3TC__DRV_c,PI,0.0074333333333333335,62537156.11212121
3TC__DRV_r,PI,0.0289,62537156.11212121
3TC__DTG,INSTI,0.07566666666666666,62537156.11212121
3TC__FTC__DRV_c,PI,0.0039,62537156.11212121
3TC__FTC__DRV_r,PI,0.010233333333333334,62537156.11212121
ABC_3TC_DTG,INSTI,0.07163333333333333,62537156.11212121
ABC_3TC__ATV_r,PI,0.032466666666666665,62537156.11212121
ABC_3TC__DRV_r,PI,0.0271,62537156.11212121
ABC_3TC__DTG,INSTI,0.07596666666666667,62537156.11212121
ABC_3TC__EFV,NNRTI,0.03556666666666667,62537156.11212121
ABC_3TC__LPV_r,PI,0.020933333333333335,62537156.11212121
ABC_3TC__NVP,NNRTI,0.045,62537156.11212121
ABC_3TC__RAL,INSTI,0.05753333333333333,62537156.11212121
AZT_3TC_NVP,NNRTI,0.0428,62537156.11212121
AZT_3TC__ATV_r,PI,0.030266666666666667,62537156.11212121
AZT_3TC__LPV_r,PI,0.0233,62537156.11212121
AZT_3TC__NVP,NNRTI,0.044533333333333334,62537156.11212121
DRV_c,PI,0.0095,62537156.11212121
DTG_3TC,INSTI,0.00036666666666666667,62537156.11212121
TAF_FTC_BIC,INSTI,0.0001,62537156.11212121
TAF_FTC_EVG_c,INSTI,0.0,62537156.11212121
TAF_FTC_RPV,NNRTI,0.0,62537156.11212121
TAF_FTC__DOR,NNRTI,3.3333333333333335e-05,62537156.11212121
TAF_FTC__DRV_c,PI,0.0006666666666666666,62537156.11212121
TAF_FTC__DRV_r,PI,0.0017,62537156.11212121
TAF_FTC__DTG,INSTI,0.003933333333333333,62537156.11212121
TAF_FTC__RAL,INSTI,0.0010666666666666667,62537156.11212121
TAF_FTC__RPV,NNRTI,0.00016666666666666666,62537156.11212121
TAF__DRV_c,PI,0.0021666666666666666,62537156.11212121
TDF_FTC_EVG_c,INSTI,0.05436666666666667,62537156.11212121
TDF_FTC_RPV,NNRTI,0.024566666666666667,62537156.11212121
TDF_FTC__ATV_r,PI,0.021633333333333334,62537156.11212121
TDF_FTC__DOR,NNRTI,0.003033333333333333,62537156.11212121
TDF_FTC__DRV_c,PI,0.0048,62537156.11212121
TDF_FTC__DRV_r,PI,0.018266666666666667,62537156.11212121
TDF_FTC__DTG,INSTI,0.0572,62537156.11212121
TDF_FTC__EFV,NNRTI,0.03333333333333333,62537156.11212121
TDF_FTC__LPV_r,PI,0.017833333333333333,62537156.11212121
TDF_FTC__NVP,NNRTI,0.03326666666666667,62537156.11212121
TDF_FTC__RAL,INSTI,0.03666666666666667,62537156.11212121
TDF_FTC__RPV,NNRTI,0.007966666666666667,62537156.11212121
3TC_ABC__DRV_c,PI,0.007066666666666666,63334237.896969706
3TC_ABC__DRV_r,PI,0.0271,63334237.896969706
3TC__DRV_c,PI,0.0074333333333333335,63334237.896969706
3TC__DRV_r,PI,0.0289,63334237.896969706
3TC__DTG,INSTI,0.07563333333333333,63334237.896969706
3TC__FTC__DRV_c,PI,0.0039,63334237.896969706
3TC__FTC__DRV_r,PI,0.0104,63334237.896969706
ABC_3TC_DTG,INSTI,0.07166666666666667,63334237.896969706
ABC_3TC__ATV_r,PI,0.0324,63334237.896969706
ABC_3TC__DRV_r,PI,0.027066666666666666,63334237.896969706
ABC_3TC__DTG,INSTI,0.07606666666666667,63334237.896969706
ABC_3TC__EFV,NNRTI,0.0355,63334237.896969706
ABC_3TC__LPV_r,PI,0.020933333333333335,63334237.896969706
ABC_3TC__NVP,NNRTI,0.044866666666666666,63334237.896969706
ABC_3TC__RAL,INSTI,0.05756666666666667,63334237.896969706
AZT_3TC_NVP,NNRTI,0.04256666666666667,63334237.896969706
AZT_3TC__ATV_r,PI,0.030066666666666665,63334237.896969706
AZT_3TC__LPV_r,PI,0.0232,63334237.896969706
AZT_3TC__NVP,NNRTI,0.04443333333333333,63334237.896969706
DRV_c,PI,0.009466666666666667,63334237.896969706
DTG_3TC,INSTI,0.00046666666666666666,63334237.896969706
TAF_FTC_BIC,INSTI,0.0001,63334237.896969706
TAF_FTC_EVG_c,INSTI,0.0,63334237.896969706
TAF_FTC_RPV,NNRTI,0.0,63334237.896969706
TAF_FTC__DOR,NNRTI,3.3333333333333335e-05,63334237.896969706
TAF_FTC__DRV_c,PI,0.0007333333333333333,63334237.896969706
TAF_FTC__DRV_r,PI,0.0018333333333333333,63334237.896969706
TAF_FTC__DTG,INSTI,0.0042,63334237.896969706
TAF_FTC__RAL,INSTI,0.0011666666666666668,63334237.896969706
TAF_FTC__RPV,NNRTI,0.00016666666666666666,63334237.896969706
TAF__DRV_c,PI,0.0021666666666666666,63334237.896969706
TDF_FTC_EVG_c,INSTI,0.054266666666666664,63334237.896969706
TDF_FTC_RPV,NNRTI,0.024466666666666668,63334237.896969706
TDF_FTC__ATV_r,PI,0.0216,63334237.896969706
TDF_FTC__DOR,NNRTI,0.0031,63334237.896969706
TDF_FTC__DRV_c,PI,0.0048,63334237.896969706
TDF_FTC__DRV_r,PI,0.0182,63334237.896969706
TDF_FTC__DTG,INSTI,0.05726666666666667,63334237.896969706
TDF_FTC__EFV,NNRTI,0.0332,63334237.896969706
TDF_FTC__LPV_r,PI,0.017766666666666667,63334237.896969706
TDF_FTC__NVP,NNRTI,0.0332,63334237.896969706
TDF_FTC__RAL,INSTI,0.0369,63334237.896969706
TDF_FTC__RPV,NNRTI,0.0082,63334237.896969706
3TC_ABC__DRV_c,PI,0.007066666666666666,64131319.68181819
3TC_ABC__DRV_r,PI,0.027066666666666666,64131319.68181819
3TC__DRV_c,PI,0.0074333333333333335,64131319.68181819
3TC__DRV_r,PI,0.028833333333333332,64131319.68181819
3TC__DTG,INSTI,0.0756,64131319.68181819
3TC__FTC__DRV_c,PI,0.0039,64131319.68181819
3TC__FTC__DRV_r,PI,0.0104,64131319.68181819
ABC_3TC_DTG,INSTI,0.07166666666666667,64131319.68181819
ABC_3TC__ATV_r,PI,0.03233333333333333,64131319.68181819
ABC_3TC__DRV_r,PI,0.0271,64131319.68181819
ABC_3TC__DTG,INSTI,0.076,64131319.68181819
ABC_3TC__EFV,NNRTI,0.03523333333333333,64131319.68181819
ABC_3TC__LPV_r,PI,0.0208,64131319.68181819
ABC_3TC__NVP,NNRTI,0.04473333333333333,64131319.68181819
ABC_3TC__RAL,INSTI,0.057966666666666666,64131319.68181819
AZT_3TC_NVP,NNRTI,0.04243333333333334,64131319.68181819
AZT_3TC__ATV_r,PI,0.029866666666666666,64131319.68181819
AZT_3TC__LPV_r,PI,0.023166666666666665,64131319.68181819
AZT_3TC__NVP,NNRTI,0.04423333333333333,64131319.68181819
DRV_c,PI,0.009433333333333334,64131319.68181819
DTG_3TC,INSTI,0.0006,64131319.68181819
TAF_FTC_BIC,INSTI,0.00013333333333333334,64131319.68181819
TAF_FTC_EVG_c,INSTI,0.0,64131319.68181819
TAF_FTC_RPV,NNRTI,0.0,64131319.68181819
TAF_FTC__DOR,NNRTI,3.3333333333333335e-05,64131319.68181819
TAF_FTC__DRV_c,PI,0.0007333333333333333,64131319.68181819
TAF_FTC__DRV_r,PI,0.0018666666666666666,64131319.68181819
TAF_FTC__DTG,INSTI,0.004433333333333333,64131319.68181819
TAF_FTC__RAL,INSTI,0.0013,64131319.68181819
TAF_FTC__RPV,NNRTI,0.00023333333333333333,64131319.68181819
TAF__DRV_c,PI,0.0022333333333333333,64131319.68181819
TDF_FTC_EVG_c,INSTI,0.054266666666666664,64131319.68181819
TDF_FTC_RPV,NNRTI,0.024433333333333335,64131319.68181819
TDF_FTC__ATV_r,PI,0.021566666666666668,64131319.68181819
TDF_FTC__DOR,NNRTI,0.003266666666666667,64131319.68181819
TDF_FTC__DRV_c,PI,0.004833333333333334,64131319.68181819
TDF_FTC__DRV_r,PI,0.018233333333333334,64131319.68181819
TDF_FTC__DTG,INSTI,0.05736666666666667,64131319.68181819
TDF_FTC__EFV,NNRTI,0.033133333333333334,64131319.68181819
TDF_FTC__LPV_r,PI,0.017733333333333334,64131319.68181819
TDF_FTC__NVP,NNRTI,0.0331,64131319.68181819
TDF_FTC__RAL,INSTI,0.037,64131319.68181819
TDF_FTC__RPV,NNRTI,0.0083,64131319.68181819
3TC_ABC__DRV_c,PI,0.007066666666666666,64928401.46666667
3TC_ABC__DRV_r,PI,0.0271,64928401.46666667
3TC__DRV_c,PI,0.0074,64928401.46666667
3TC__DRV_r,PI,0.0288,64928401.46666667
3TC__DTG,INSTI,0.07543333333333334,64928401.46666667
3TC__FTC__DRV_c,PI,0.0039,64928401.46666667
3TC__FTC__DRV_r,PI,0.0105,64928401.46666667
ABC_3TC_DTG,INSTI,0.07166666666666667,64928401.46666667
ABC_3TC__ATV_r,PI,0.03233333333333333,64928401.46666667
ABC_3TC__DRV_r,PI,0.0271,64928401.46666667
ABC_3TC__DTG,INSTI,0.07593333333333334,64928401.46666667
ABC_3TC__EFV,NNRTI,0.035133333333333336,64928401.46666667
ABC_3TC__LPV_r,PI,0.020633333333333333,64928401.46666667
ABC_3TC__NVP,NNRTI,0.04466666666666667,64928401.46666667
ABC_3TC__RAL,INSTI,0.058166666666666665,64928401.46666667
AZT_3TC_NVP,NNRTI,0.0424,64928401.46666667
AZT_3TC__ATV_r,PI,0.029733333333333334,64928401.46666667
AZT_3TC__LPV_r,PI,0.023066666666666666,64928401.46666667
AZT_3TC__NVP,NNRTI,0.0441,64928401.46666667
DRV_c,PI,0.009433333333333334,64928401.46666667
DTG_3TC,INSTI,0.0006333333333333333,64928401.46666667
TAF_FTC_BIC,INSTI,0.00016666666666666666,64928401.46666667
TAF_FTC_EVG_c,INSTI,0.0,64928401.46666667
TAF_FTC_RPV,NNRTI,0.0,64928401.46666667
TAF_FTC__DOR,NNRTI,3.3333333333333335e-05,64928401.46666667
TAF_FTC__DRV_c,PI,0.0007666666666666667,64928401.46666667
TAF_FTC__DRV_r,PI,0.002,64928401.46666667
TAF_FTC__DTG,INSTI,0.004633333333333333,64928401.46666667
TAF_FTC__RAL,INSTI,0.0015,64928401.46666667
TAF_FTC__RPV,NNRTI,0.0002666666666666667,64928401.46666667
TAF__DRV_c,PI,0.0022333333333333333,64928401.46666667
TDF_FTC_EVG_c,INSTI,0.0541,64928401.46666667
TDF_FTC_RPV,NNRTI,0.024433333333333335,64928401.46666667
TDF_FTC__ATV_r,PI,0.021466666666666665,64928401.46666667
TDF_FTC__DOR,NNRTI,0.0033666666666666667,64928401.46666667
TDF_FTC__DRV_c,PI,0.0047666666666666664,64928401.46666667
TDF_FTC__DRV_r,PI,0.018266666666666667,64928401.46666667
TDF_FTC__DTG,INSTI,0.05736666666666667,64928401.46666667
TDF_FTC__EFV,NNRTI,0.033133333333333334,64928401.46666667
TDF_FTC__LPV_r,PI,0.017733333333333334,64928401.46666667
TDF_FTC__NVP,NNRTI,0.03306666666666667,64928401.46666667
TDF_FTC__RAL,INSTI,0.03713333333333333,64928401.46666667
TDF_FTC__RPV,NNRTI,0.008433333333333333,64928401.46666667
3TC_ABC__DRV_c,PI,0.007066666666666666,65725483.25151515
3TC_ABC__DRV_r,PI,0.0271,65725483.25151515
3TC__DRV_c,PI,0.0074,65725483.25151515
3TC__DRV_r,PI,0.028766666666666666,65725483.25151515
3TC__DTG,INSTI,0.07533333333333334,65725483.25151515
3TC__FTC__DRV_c,PI,0.003966666666666667,65725483.25151515
3TC__FTC__DRV_r,PI,0.010566666666666667,65725483.25151515
ABC_3TC_DTG,INSTI,0.0717,65725483.25151515
ABC_3TC__ATV_r,PI,0.0321,65725483.25151515
ABC_3TC__DRV_r,PI,0.027033333333333333,65725483.25151515
ABC_3TC__DTG,INSTI,0.076,65725483.25151515
ABC_3TC__EFV,NNRTI,0.03506666666666667,65725483.25151515
ABC_3TC__LPV_r,PI,0.020566666666666667,65725483.25151515
ABC_3TC__NVP,NNRTI,0.04463333333333333,65725483.25151515
ABC_3TC__RAL,INSTI,0.058366666666666664,65725483.25151515
AZT_3TC_NVP,NNRTI,0.042366666666666664,65725483.25151515
AZT_3TC__ATV_r,PI,0.0297,65725483.25151515
AZT_3TC__LPV_r,PI,0.023033333333333333,65725483.25151515
AZT_3TC__NVP,NNRTI,0.04396666666666667,65725483.25151515
DRV_c,PI,0.009366666666666667,65725483.25151515
DTG_3TC,INSTI,0.0006333333333333333,65725483.25151515
TAF_FTC_BIC,INSTI,0.00016666666666666666,65725483.25151515
TAF_FTC_EVG_c,INSTI,0.0,65725483.25151515
TAF_FTC_RPV,NNRTI,0.0,65725483.25151515
TAF_FTC__DOR,NNRTI,3.3333333333333335e-05,65725483.25151515
TAF_FTC__DRV_c,PI,0.0008,65725483.25151515
TAF_FTC__DRV_r,PI,0.002033333333333333,65725483.25151515
TAF_FTC__DTG,INSTI,0.004866666666666667,65725483.25151515
TAF_FTC__RAL,INSTI,0.0016333333333333334,65725483.25151515
TAF_FTC__RPV,NNRTI,0.0002666666666666667,65725483.25151515
TAF__DRV_c,PI,0.0022333333333333333,65725483.25151515
TDF_FTC_EVG_c,INSTI,0.054066666666666666,65725483.25151515
TDF_FTC_RPV,NNRTI,0.024466666666666668,65725483.25151515
TDF_FTC__ATV_r,PI,0.021466666666666665,65725483.25151515
TDF_FTC__DOR,NNRTI,0.003533333333333333,65725483.25151515
TDF_FTC__DRV_c,PI,0.004733333333333333,65725483.25151515
TDF_FTC__DRV_r,PI,0.0182,65725483.25151515
TDF_FTC__DTG,INSTI,0.05736666666666667,65725483.25151515
TDF_FTC__EFV,NNRTI,0.0331,65725483.25151515
TDF_FTC__LPV_r,PI,0.017666666666666667,65725483.25151515
TDF_FTC__NVP,NNRTI,0.032966666666666665,65725483.25151515
TDF_FTC__RAL,INSTI,0.03713333333333333,65725483.25151515
TDF_FTC__RPV,NNRTI,0.0086,65725483.25151515
3TC_ABC__DRV_c,PI,0.007066666666666666,66522565.03636365
3TC_ABC__DRV_r,PI,0.027066666666666666,66522565.03636365
3TC__DRV_c,PI,0.007333333333333333,66522565.03636365
3TC__DRV_r,PI,0.028666666666666667,66522565.03636365
3TC__DTG,INSTI,0.0754,66522565.03636365
3TC__FTC__DRV_c,PI,0.003966666666666667,66522565.03636365
3TC__FTC__DRV_r,PI,0.0107,66522565.03636365
ABC_3TC_DTG,INSTI,0.0716,66522565.03636365
ABC_3TC__ATV_r,PI,0.032,66522565.03636365
ABC_3TC__DRV_r,PI,0.027066666666666666,66522565.03636365
ABC_3TC__DTG,INSTI,0.07586666666666667,66522565.03636365
ABC_3TC__EFV,NNRTI,0.0349,66522565.03636365
ABC_3TC__LPV_r,PI,0.020433333333333335,66522565.03636365
ABC_3TC__NVP,NNRTI,0.0444,66522565.03636365
ABC_3TC__RAL,INSTI,0.05893333333333333,66522565.03636365
AZT_3TC_NVP,NNRTI,0.042166666666666665,66522565.03636365
AZT_3TC__ATV_r,PI,0.029666666666666668,66522565.03636365
AZT_3TC__LPV_r,PI,0.023033333333333333,66522565.03636365
AZT_3TC__NVP,NNRTI,0.0439,66522565.03636365
DRV_c,PI,0.009366666666666667,66522565.03636365
DTG_3TC,INSTI,0.0007,66522565.03636365
TAF_FTC_BIC,INSTI,0.00023333333333333333,66522565.03636365
TAF_FTC_EVG_c,INSTI,3.3333333333333335e-05,66522565.03636365
TAF_FTC_RPV,NNRTI,0.0,66522565.03636365
TAF_FTC__DOR,NNRTI,3.3333333333333335e-05,66522565.03636365
TAF_FTC__DRV_c,PI,0.0008333333333333334,66522565.03636365
TAF_FTC__DRV_r,PI,0.0021,66522565.03636365
TAF_FTC__DTG,INSTI,0.0051,66522565.03636365
TAF_FTC__RAL,INSTI,0.0018333333333333333,66522565.03636365
TAF_FTC__RPV,NNRTI,0.0003333333333333333,66522565.03636365
TAF__DRV_c,PI,0.0022333333333333333,66522565.03636365
TDF_FTC_EVG_c,INSTI,0.054,66522565.03636365
TDF_FTC_RPV,NNRTI,0.024433333333333335,66522565.03636365
TDF_FTC__ATV_r,PI,0.021466666666666665,66522565.03636365
TDF_FTC__DOR,NNRTI,0.0036333333333333335,66522565.03636365
TDF_FTC__DRV_c,PI,0.004733333333333333,66522565.03636365
TDF_FTC__DRV_r,PI,0.0182,66522565.03636365
TDF_FTC__DTG,INSTI,0.05723333333333333,66522565.03636365
TDF_FTC__EFV,NNRTI,0.033,66522565.03636365
TDF_FTC__LPV_r,PI,0.017566666666666668,66522565.03636365
TDF_FTC__NVP,NNRTI,0.03283333333333333,66522565.03636365
TDF_FTC__RAL,INSTI,0.0373,66522565.03636365
TDF_FTC__RPV,NNRTI,0.0087,66522565.03636365
3TC_ABC__DRV_c,PI,0.007066666666666666,67319646.82121213
3TC_ABC__DRV_r,PI,0.027033333333333333,67319646.82121213
3TC__DRV_c,PI,0.007333333333333333,67319646.82121213
3TC__DRV_r,PI,0.0287,67319646.82121213
3TC__DTG,INSTI,0.07533333333333334,67319646.82121213
3TC__FTC__DRV_c,PI,0.004,67319646.82121213
3TC__FTC__DRV_r,PI,0.010766666666666667,67319646.82121213
ABC_3TC_DTG,INSTI,0.07163333333333333,67319646.82121213
ABC_3TC__ATV_r,PI,0.03186666666666667,67319646.82121213
ABC_3TC__DRV_r,PI,0.026933333333333333,67319646.82121213
ABC_3TC__DTG,INSTI,0.07583333333333334,67319646.82121213
ABC_3TC__EFV,NNRTI,0.034833333333333334,67319646.82121213
ABC_3TC__LPV_r,PI,0.0204,67319646.82121213
ABC_3TC__NVP,NNRTI,0.04426666666666667,67319646.82121213
ABC_3TC__RAL,INSTI,0.0591,67319646.82121213
AZT_3TC_NVP,NNRTI,0.04203333333333333,67319646.82121213
AZT_3TC__ATV_r,PI,0.029533333333333335,67319646.82121213
AZT_3TC__LPV_r,PI,0.022966666666666666,67319646.82121213
AZT_3TC__NVP,NNRTI,0.04376666666666667,67319646.82121213
DRV_c,PI,0.009333333333333334,67319646.82121213
DTG_3TC,INSTI,0.0009333333333333333,67319646.82121213
TAF_FTC_BIC,INSTI,0.0002666666666666667,67319646.82121213
TAF_FTC_EVG_c,INSTI,0.0001,67319646.82121213
TAF_FTC_RPV,NNRTI,0.0,67319646.82121213
TAF_FTC__DOR,NNRTI,6.666666666666667e-05,67319646.82121213
TAF_FTC__DRV_c,PI,0.0008666666666666666,67319646.82121213
TAF_FTC__DRV_r,PI,0.0021333333333333334,67319646.82121213
TAF_FTC__DTG,INSTI,0.005266666666666667,67319646.82121213
TAF_FTC__RAL,INSTI,0.0019666666666666665,67319646.82121213
TAF_FTC__RPV,NNRTI,0.0003333333333333333,67319646.82121213
TAF__DRV_c,PI,0.002266666666666667,67319646.82121213
TDF_FTC_EVG_c,INSTI,0.054033333333333336,67319646.82121213
TDF_FTC_RPV,NNRTI,0.0244,67319646.82121213
TDF_FTC__ATV_r,PI,0.021466666666666665,67319646.82121213
TDF_FTC__DOR,NNRTI,0.0037333333333333333,67319646.82121213
TDF_FTC__DRV_c,PI,0.0047,67319646.82121213
TDF_FTC__DRV_r,PI,0.0182,67319646.82121213
TDF_FTC__DTG,INSTI,0.05706666666666667,67319646.82121213
TDF_FTC__EFV,NNRTI,0.033,67319646.82121213
TDF_FTC__LPV_r,PI,0.017533333333333335,67319646.82121213
TDF_FTC__NVP,NNRTI,0.032766666666666666,67319646.82121213
TDF_FTC__RAL,INSTI,0.0374,67319646.82121213
TDF_FTC__RPV,NNRTI,0.008833333333333334,67319646.82121213
3TC_ABC__DRV_c,PI,0.007033333333333333,68116728.60606061
3TC_ABC__DRV_r,PI,0.026933333333333333,68116728.60606061
3TC__DRV_c,PI,0.007366666666666666,68116728.60606061
3TC__DRV_r,PI,0.0287,68116728.60606061
3TC__DTG,INSTI,0.07506666666666667,68116728.60606061
3TC__FTC__DRV_c,PI,0.004,68116728.60606061
3TC__FTC__DRV_r,PI,0.010866666666666667,68116728.60606061
ABC_3TC_DTG,INSTI,0.07156666666666667,68116728.60606061
ABC_3TC__ATV_r,PI,0.031766666666666665,68116728.60606061
ABC_3TC__DRV_r,PI,0.026866666666666667,68116728.60606061
ABC_3TC__DTG,INSTI,0.07583333333333334,68116728.60606061
ABC_3TC__EFV,NNRTI,0.034833333333333334,68116728.60606061
ABC_3TC__LPV_r,PI,0.020233333333333332,68116728.60606061
ABC_3TC__NVP,NNRTI,0.0441,68116728.60606061
ABC_3TC__RAL,INSTI,0.0595,68116728.60606061
AZT_3TC_NVP,NNRTI,0.04203333333333333,68116728.60606061
AZT_3TC__ATV_r,PI,0.029433333333333332,68116728.60606061
AZT_3TC__LPV_r,PI,0.0229,68116728.60606061
AZT_3TC__NVP,NNRTI,0.0436,68116728.60606061
DRV_c,PI,0.009333333333333334,68116728.60606061
DTG_3TC,INSTI,0.0010333333333333334,68116728.60606061
TAF_FTC_BIC,INSTI,0.0003,68116728.60606061
TAF_FTC_EVG_c,INSTI,0.00016666666666666666,68116728.60606061
TAF_FTC_RPV,NNRTI,0.0,68116728.60606061
TAF_FTC__DOR,NNRTI,6.666666666666667e-05,68116728.60606061
TAF_FTC__DRV_c,PI,0.0008666666666666666,68116728.60606061
TAF_FTC__DRV_r,PI,0.002266666666666667,68116728.60606061
TAF_FTC__DTG,INSTI,0.0055,68116728.60606061
TAF_FTC__RAL,INSTI,0.0021333333333333334,68116728.60606061
TAF_FTC__RPV,NNRTI,0.0003333333333333333,68116728.60606061
TAF__DRV_c,PI,0.0023,68116728.60606061
TDF_FTC_EVG_c,INSTI,0.054033333333333336,68116728.60606061
TDF_FTC_RPV,NNRTI,0.024366666666666665,68116728.60606061
TDF_FTC__ATV_r,PI,0.021433333333333332,68116728.60606061
TDF_FTC__DOR,NNRTI,0.0038666666666666667,68116728.60606061
TDF_FTC__DRV_c,PI,0.0047,68116728.60606061
TDF_FTC__DRV_r,PI,0.01806666666666667,68116728.60606061
TDF_FTC__DTG,INSTI,0.05703333333333333,68116728.60606061
TDF_FTC__EFV,NNRTI,0.032966666666666665,68116728.60606061
TDF_FTC__LPV_r,PI,0.017433333333333332,68116728.60606061
TDF_FTC__NVP,NNRTI,0.032633333333333334,68116728.60606061
TDF_FTC__RAL,INSTI,0.0377,68116728.60606061
TDF_FTC__RPV,NNRTI,0.0089,68116728.60606061
3TC_ABC__DRV_c,PI,0.007033333333333333,68913810.39090909
3TC_ABC__DRV_r,PI,0.0269,68913810.39090909
3TC__DRV_c,PI,0.007366666666666666,68913810.39090909
3TC__DRV_r,PI,0.0287,68913810.39090909
3TC__DTG,INSTI,0.0752,68913810.39090909
3TC__FTC__DRV_c,PI,0.004,68913810.39090909
3TC__FTC__DRV_r,PI,0.010866666666666667,68913810.39090909
ABC_3TC_DTG,INSTI,0.07146666666666666,68913810.39090909
ABC_3TC__ATV_r,PI,0.031733333333333336,68913810.39090909
ABC_3TC__DRV_r,PI,0.026866666666666667,68913810.39090909
ABC_3TC__DTG,INSTI,0.07573333333333333,68913810.39090909
ABC_3TC__EFV,NNRTI,0.0347,68913810.39090909
ABC_3TC__LPV_r,PI,0.0202,68913810.39090909
ABC_3TC__NVP,NNRTI,0.04396666666666667,68913810.39090909
ABC_3TC__RAL,INSTI,0.05973333333333333,68913810.39090909
AZT_3TC_NVP,NNRTI,0.0419,68913810.39090909
AZT_3TC__ATV_r,PI,0.0294,68913810.39090909
AZT_3TC__LPV_r,PI,0.022833333333333334,68913810.39090909
AZT_3TC__NVP,NNRTI,0.0435,68913810.39090909
DRV_c,PI,0.009266666666666666,68913810.39090909
DTG_3TC,INSTI,0.0011333333333333334,68913810.39090909
TAF_FTC_BIC,INSTI,0.0003333333333333333,68913810.39090909
TAF_FTC_EVG_c,INSTI,0.00016666666666666666,68913810.39090909
TAF_FTC_RPV,NNRTI,0.0,68913810.39090909
TAF_FTC__DOR,NNRTI,6.666666666666667e-05,68913810.39090909
TAF_FTC__DRV_c,PI,0.0009,68913810.39090909
TAF_FTC__DRV_r,PI,0.002266666666666667,68913810.39090909
TAF_FTC__DTG,INSTI,0.005833333333333334,68913810.39090909
TAF_FTC__RAL,INSTI,0.0022,68913810.39090909
TAF_FTC__RPV,NNRTI,0.0004,68913810.39090909
TAF__DRV_c,PI,0.0023333333333333335,68913810.39090909
TDF_FTC_EVG_c,INSTI,0.05396666666666667,68913810.39090909
TDF_FTC_RPV,NNRTI,0.0244,68913810.39090909
TDF_FTC__ATV_r,PI,0.021333333333333333,68913810.39090909
TDF_FTC__DOR,NNRTI,0.003933333333333333,68913810.39090909
TDF_FTC__DRV_c,PI,0.0047,68913810.39090909
TDF_FTC__DRV_r,PI,0.018,68913810.39090909
TDF_FTC__DTG,INSTI,0.05703333333333333,68913810.39090909
TDF_FTC__EFV,NNRTI,0.0329,68913810.39090909
TDF_FTC__LPV_r,PI,0.0174,68913810.39090909
TDF_FTC__NVP,NNRTI,0.03253333333333333,68913810.39090909
TDF_FTC__RAL,INSTI,0.03793333333333333,68913810.39090909
TDF_FTC__RPV,NNRTI,0.008933333333333333,68913810.39090909
3TC_ABC__DRV_c,PI,0.007033333333333333,69710892.17575759
3TC_ABC__DRV_r,PI,0.0269,69710892.17575759
3TC__DRV_c,PI,0.007366666666666666,69710892.17575759
3TC__DRV_r,PI,0.028666666666666667,69710892.17575759
3TC__DTG,INSTI,0.0753,69710892.17575759
3TC__FTC__DRV_c,PI,0.004033333333333333,69710892.17575759
3TC__FTC__DRV_r,PI,0.0108,69710892.17575759
ABC_3TC_DTG,INSTI,0.07146666666666666,69710892.17575759
ABC_3TC__ATV_r,PI,0.03163333333333333,69710892.17575759
ABC_3TC__DRV_r,PI,0.026833333333333334,69710892.17575759
ABC_3TC__DTG,INSTI,0.07566666666666666,69710892.17575759
